Id,RestaurantId,DateVisited,Visitors
f0ffb5a4-eb68-4b9a-94df-f638ed23280a,34b18c6a-44e4-4ae8-bf68-9168753f9d3f,2026-08-24,"Ian, Andrea, Jack, Chris, Erica"
